0.412	11.255
9.907	13.248
5.784	13.521
10.748	14.708
14.408	17.997
17.421	19.213
12.703	19.277
21.862	23.466
22.144	23.492
22.226	24.048
27.387	30.173
29.007	30.229
33.112	35.606
33.118	36.170
34.802	37.213
38.455	40.064
39.197	44.391
47.498	48.662
54.118	57.108
54.207	61.080
56.508	62.725
54.281	62.742
65.878	67.207
66.575	69.081
68.226	70.413
68.142	70.603
64.506	71.936
70.588	73.554
68.942	75.738
73.303	77.972
72.545	78.340
76.517	79.481
74.053	80.113
77.556	81.050
82.749	83.511
74.758	83.624
77.494	84.788
85.072	86.671
88.009	89.596
88.597	91.563
102.593	109.029
108.210	111.350
109.733	116.609
108.578	118.204
113.386	119.403
116.934	120.301
124.808	127.097
131.438	133.129
126.375	134.788
134.608	136.122
135.641	136.978
138.172	139.642
144.289	147.646
149.638	151.383
151.649	152.890
154.189	158.807
155.084	165.570
154.290	165.570
159.646	166.164
161.174	166.776
161.717	167.138
163.991	170.341
167.460	171.802
170.667	174.105
172.008	174.516
173.659	178.956
175.688	180.709
179.994	181.662
183.524	186.142
182.097	186.185
185.447	187.532
185.532	188.538
185.659	189.329
189.132	193.740
200.805	203.136
203.375	206.093
204.804	208.687
205.337	211.197
207.331	212.297
218.821	221.764
223.027	224.303
225.243	229.218
230.866	235.663
233.681	238.541
231.621	239.847
242.385	245.569
244.849	249.627
246.605	250.937
247.501	251.611
249.770	252.493
258.768	260.883
258.784	261.683
263.158	264.454
268.065	268.434
274.274	277.625
278.129	281.068
282.861	287.557
284.950	290.682
287.304	291.243
288.891	291.605
289.056	294.447
294.885	296.779
297.934	301.527
299.941	303.263
297.297	305.783
304.311	308.102
301.837	308.405
306.520	308.777
303.097	309.819
312.019	313.955
309.311	314.131
313.770	314.259
313.851	315.093
315.154	317.733
314.597	318.991
317.663	322.461
323.301	326.992
327.877	330.059
332.435	333.672
337.278	340.154
338.120	343.041
343.387	347.419
346.582	351.619
350.946	353.263
346.878	353.446
351.766	355.133
352.097	356.354
354.898	356.929
346.920	357.105
346.830	357.931
356.105	358.193
356.311	359.027
358.949	360.598
356.807	361.049
359.475	361.820
360.385	364.504
368.615	369.593
365.670	369.950
363.938	370.016
368.683	370.855
366.781	371.601
370.080	372.667
371.641	373.424
372.565	374.168
372.236	374.444
379.138	382.387
381.177	385.785
381.847	390.412
384.506	391.348
389.359	391.861
389.470	394.383
389.923	396.261
389.419	397.694
394.047	397.767
393.548	399.667
397.531	401.098
400.770	402.653
403.018	404.221
403.730	405.147
414.339	415.244
418.906	422.029
420.983	424.489
421.705	427.943
424.692	433.080
426.127	433.605
432.533	435.500
432.706	437.546
428.578	438.362
433.719	439.751
429.685	442.852
443.545	446.369
449.499	450.678
450.544	451.987
456.131	460.048
457.193	465.213
465.198	467.541
469.089	474.386
470.626	476.107
471.457	478.013
471.482	481.052
477.620	484.783
477.509	485.389
482.510	490.437
491.868	496.817
494.281	496.961
494.819	499.268
500.600	501.771
511.003	511.747
514.481	517.625
516.513	524.348
517.869	526.111
522.949	526.239
519.087	526.821
524.570	529.795
519.745	529.838
525.186	530.225
525.501	530.414
529.637	531.826
532.741	535.204
528.634	536.304
531.617	538.140
538.606	539.368
545.228	547.992
545.176	549.356
545.869	549.940
547.003	552.544
559.422	561.946
563.783	567.102
565.651	573.239
564.967	574.666
568.858	575.694
574.053	575.751
582.945	587.498
581.741	589.920
589.061	592.915
592.381	594.186
594.274	595.161
607.135	613.997
610.829	616.048
606.371	616.327
611.082	616.839
611.613	618.027
619.209	620.428
618.524	622.028
623.275	627.154
625.895	629.176
631.151	631.840
632.463	633.625
634.635	635.952
633.651	636.847
640.408	643.117
643.054	644.394
651.871	653.355
658.107	663.643
658.523	664.677
660.812	665.551
661.126	665.943
661.457	666.208
661.240	667.332
667.204	670.577
671.637	674.070
676.675	678.107
677.866	683.138
680.594	686.949
684.945	690.648
686.302	692.496
688.719	694.201
689.442	694.350
689.686	694.864
690.572	695.849
696.899	698.611
699.273	700.367
706.677	709.312
708.426	713.607
709.353	715.153
713.772	717.923
718.797	722.996
722.004	726.379
718.833	727.485
722.279	728.002
722.628	730.024
728.809	732.786
728.926	732.955
729.708	733.609
742.383	745.355
743.944	749.522
744.295	749.674
745.608	750.499
744.819	750.557
749.501	754.542
749.811	755.580
758.073	759.617
756.716	760.362
768.117	772.271
774.973	777.893
776.802	782.068
778.654	784.691
775.968	785.913
782.088	786.577
778.956	786.595
781.972	787.351
782.118	791.266
793.690	796.471
794.691	797.939
797.285	801.302
798.992	802.215
800.066	804.101
800.252	804.295
807.241	811.484
817.242	819.708
827.242	827.461
827.579	830.334
828.271	832.442
831.020	840.704
842.190	843.719
844.427	848.968
847.756	851.098
850.854	858.588
851.711	858.895
854.989	861.053
856.981	863.363
856.039	863.427
855.797	864.557
853.940	864.748
868.687	870.335
870.384	872.882
873.400	877.506
876.346	881.313
884.420	890.138
885.835	892.515
886.881	892.667
888.014	893.061
889.102	894.884
894.468	897.333
901.898	902.756
903.061	904.448
900.867	904.670
905.306	905.898
907.777	910.385
910.367	913.204
911.170	913.335
911.229	914.484
912.027	916.309
912.242	917.007
914.531	917.298
914.741	918.100
917.847	921.415
918.828	922.701
914.964	923.153
923.317	925.931
925.259	928.162
